Breed,Climate_Zone,Management_System,Age_Months,Weight_kg,Parity,Lactation_Stage,Days_in_Milk,Feed_Type,Feed_Quantity_kg,Feeding_Frequency,Water_Intake_L,Walking_Distance_km,Grazing_Duration_hrs,Rumination_Time_hrs,Resting_Hours,Ambient_Temperature_C,Humidity_percent,Season,Housing_Score,FMD_Vaccine,Brucellosis_Vaccine,HS_Vaccine,BQ_Vaccine,Anthrax_Vaccine,IBR_Vaccine,BVD_Vaccine,Rabies_Vaccine,Previous_Week_Avg_Yield,Body_Condition_Score,Milking_Interval_hrs,Milk_Yield_L
Jersey,Arid,Semi_Intensive,130,590.0,2,Late,109,Dry_Fodder,10.7,3,57.3,4.94,11.1,4.0,5.0,36.6,23.1,Monsoon,0.36,0,0,0,1,1,1,1,1,14.54,2.5,12,14.71
Boran,Continental,Mixed,81,281.9,1,Early,304,Silage,14.3,4,60.4,3.82,6.1,7.7,13.5,8.9,42.3,Monsoon,0.77,0,0,0,1,1,0,1,1,2.57,3.5,12,4.69
Normande,Arid,Intensive,63,672.4,5,Mid,82,Concentrates,19.7,2,38.8,1.36,3.1,7.7,10.9,14.8,59.1,Autumn,0.39,1,0,0,0,0,1,0,0,2.45,3.5,8,2.02
Holstein_Zebu_Cross,Subtropical,Semi_Intensive,111,563.6,3,Mid,24,Crop_Residues,9.6,3,46.9,6.37,8.5,8.8,8.9,16.4,34.9,Summer,0.33,1,0,1,1,1,1,1,1,3.79,3.0,12,4.87
Normande,Mediterranean,Mixed,87,659.6,3,Late,343,Hay,11.4,3,38.9,4.76,1.2,6.2,11.0,13.9,70.2,Summer,0.34,1,1,0,0,1,1,1,1,6.61,4.5,24,7.18
Sahiwal,Tropical,Intensive,125,394.2,6,Early,12,Mixed_Feed,10.2,1,65.4,5.73,2.7,9.6,7.2,14.1,22.5,Spring,0.75,0,1,1,1,1,1,1,1,2.71,3.5,24,6.2
White_Fulani,Tropical,Semi_Intensive,101,306.9,3,Early,62,Dry_Fodder,17.5,2,60.9,0.5,7.9,8.8,7.3,16.7,61.1,Spring,0.75,0,0,0,1,1,1,1,0,5.87,3.0,12,5.03
Hariana,Subtropical,Semi_Intensive,124,631.3,3,Early,340,Crop_Residues,15.4,2,62.5,0.53,7.1,4.0,13.6,6.0,63.6,Autumn,0.97,1,0,1,0,0,1,1,1,4.91,3.0,12,5.26
Montbeliarde,Mediterranean,Semi_Intensive,129,536.5,5,Early,57,Pasture_Grass,8.3,1,68.5,6.62,10.0,13.2,6.2,38.2,62.7,Monsoon,0.89,1,0,0,1,1,0,1,1,7.12,4.5,8,6.69
Ankole,Temperate,Extensive,128,438.0,5,Late,326,Mixed_Feed,7.0,5,101.3,2.34,1.0,5.9,7.1,29.2,10.0,Summer,0.85,1,1,1,1,1,0,1,1,2.5,3.5,24,2.86
Red_Sindhi,Subtropical,Pastoral,58,257.9,5,Mid,161,Hay,16.0,4,64.1,7.04,5.3,10.7,9.7,13.1,53.9,Autumn,0.31,1,1,1,1,1,1,0,1,7.2,3.5,24,7.73
Jersey_Zebu_Cross,Mediterranean,Semi_Intensive,28,347.4,1,Late,67,Mixed_Feed,12.5,4,63.8,1.97,1.6,8.3,10.6,18.7,75.4,Autumn,0.39,0,1,1,0,1,1,0,1,12.55,4.5,24,12.34
Jersey,Tropical,Mixed,46,597.4,1,Early,202,Crop_Residues,7.8,3,49.5,3.31,5.7,7.6,10.7,19.9,67.5,Spring,0.98,1,1,0,0,1,1,0,1,0.0,3.0,12,0.0
Jersey_Zebu_Cross,Subtropical,Intensive,37,530.2,2,Late,354,Mixed_Feed,6.9,3,77.1,2.76,1.0,5.6,9.1,24.9,87.6,Summer,0.65,1,1,0,1,1,0,1,0,6.27,3.0,12,7.1
Exotic_Local_Cross,Subtropical,Extensive,126,732.1,5,Early,300,Hay,15.4,2,47.6,1.93,1.0,8.1,11.9,41.1,43.9,Spring,0.35,1,0,1,1,1,1,1,1,7.68,3.5,12,6.67
Butana,Tropical,Mixed,67,402.7,1,Early,174,Concentrates,11.6,5,86.0,4.05,8.9,9.8,15.0,14.9,84.8,Autumn,0.44,1,1,1,1,1,1,0,0,10.73,3.5,12,7.67
Ankole,Mediterranean,Intensive,84,399.1,5,Mid,213,Concentrates,10.0,1,72.4,4.92,8.9,8.3,14.9,24.6,85.1,Winter,0.34,1,0,0,1,1,1,0,1,2.2,3.5,24,2.9
Deoni,Mediterranean,Semi_Intensive,74,617.2,5,Early,229,Dry_Fodder,12.2,4,46.0,5.47,6.6,9.1,16.2,28.4,49.2,Winter,0.31,0,0,1,1,1,1,1,0,2.48,2.5,12,2.8
Holstein_Zebu_Cross,Tropical,Semi_Intensive,140,334.9,2,Mid,301,Dry_Fodder,15.1,2,61.8,7.38,6.5,5.5,10.2,27.6,66.6,Monsoon,0.56,1,0,0,0,1,0,1,0,14.25,3.0,12,14.88
Kenana,Mediterranean,Semi_Intensive,72,271.7,1,Mid,228,Crop_Residues,10.0,3,75.2,4.74,7.0,4.7,14.9,32.8,65.7,Winter,0.48,1,0,1,0,0,1,1,0,6.58,4.5,12,5.15
Ayrshire,Arid,Pastoral,79,569.5,5,Early,151,Concentrates,15.9,4,89.1,4.9,6.5,11.5,9.3,18.5,22.7,Autumn,0.75,0,0,1,1,1,0,0,1,24.55,3.0,12,24.8
Red_Poll_Africa,Temperate,Pastoral,141,252.8,4,Early,33,Green_Fodder,12.6,2,53.7,2.78,1.0,8.6,8.2,25.9,41.3,Winter,0.48,1,0,0,1,0,1,1,1,6.57,4.5,24,7.31
Danish_Red,Tropical,Semi_Intensive,71,458.5,2,Early,206,Hay,10.4,2,66.7,3.7,1.5,7.9,7.8,43.6,33.2,Winter,0.93,0,0,1,1,1,0,1,1,23.53,3.0,8,22.31
Red_Sindhi,Mediterranean,Mixed,80,476.2,1,Mid,208,Mixed_Feed,15.0,1,47.9,2.81,11.6,9.4,13.2,30.2,31.7,Monsoon,0.58,1,1,1,0,1,0,1,1,16.11,3.0,8,13.83
Girolando,Tropical,Extensive,60,658.4,4,Late,131,Hay,7.3,1,52.0,6.92,14.0,9.3,8.5,17.6,62.8,Monsoon,0.46,0,1,1,0,1,1,0,0,8.17,2.5,12,9.75
Red_Poll_Africa,Arid,Mixed,125,264.6,6,Mid,161,Hay,17.9,3,74.6,2.91,10.0,6.0,7.6,13.5,39.8,Spring,0.54,1,1,0,1,1,0,0,1,7.58,2.0,8,4.63
Kenana,Mediterranean,Semi_Intensive,24,402.4,4,Mid,98,Mixed_Feed,12.5,4,91.2,3.35,5.8,7.7,15.3,13.3,46.8,Autumn,0.81,1,1,0,0,0,1,1,1,10.12,3.5,8,8.9
Ayrshire,Arid,Intensive,140,530.6,4,Late,302,Green_Fodder,7.5,5,75.6,4.48,1.0,6.5,7.2,30.4,66.3,Monsoon,0.57,0,0,0,0,0,1,1,1,5.9,4.5,24,7.33
Gangatiri,Tropical,Pastoral,26,319.1,4,Mid,114,Mixed_Feed,20.4,1,72.5,5.57,7.9,6.3,7.4,24.1,62.6,Summer,0.49,1,0,1,1,1,1,0,1,0.0,3.0,12,1.12
Girolando,Arid,Pastoral,44,667.6,1,Early,217,Silage,8.5,1,69.5,4.78,8.5,6.9,12.3,12.0,43.3,Autumn,0.62,0,0,0,0,1,1,1,0,22.54,2.5,12,21.76
Girolando,Subtropical,Semi_Intensive,39,638.8,4,Early,4,Hay,7.2,4,48.5,2.66,3.8,7.0,11.3,16.6,100.0,Monsoon,0.49,0,1,1,1,0,1,1,0,6.47,4.0,24,6.89
Ayrshire,Arid,Intensive,123,678.4,2,Mid,221,Dry_Fodder,8.7,1,89.1,3.7,1.0,7.7,9.6,17.7,59.3,Winter,0.42,0,0,0,1,1,1,1,1,17.39,3.0,12,16.88
NDama,Arid,Mixed,85,537.7,3,Early,186,Green_Fodder,3.0,4,70.2,6.38,4.9,5.4,8.9,14.5,62.7,Summer,0.58,1,1,0,1,1,0,1,0,4.49,3.0,6,1.8
Butana,Tropical,Semi_Intensive,46,588.7,4,Mid,101,Crop_Residues,11.3,4,59.2,2.48,2.4,5.2,14.6,26.8,38.6,Winter,0.42,1,1,0,0,1,1,0,1,3.22,3.5,12,2.97
Rathi,Arid,Semi_Intensive,89,422.8,4,Mid,16,Silage,12.2,5,70.0,8.23,5.5,8.1,12.8,45.0,63.4,Winter,0.67,0,1,1,1,1,1,0,1,7.64,3.0,24,7.87
Red_Poll_Africa,Temperate,Semi_Intensive,65,368.8,3,Early,77,Mixed_Feed,11.3,4,47.6,3.18,5.0,11.2,8.7,25.1,79.8,Autumn,0.55,1,0,1,1,1,1,0,1,9.78,3.5,12,9.27
Holstein-Friesian,Arid,Pastoral,69,631.0,1,Early,276,Pasture_Grass,14.5,3,45.4,3.36,9.8,5.9,13.2,21.1,97.5,Monsoon,0.5,0,1,1,1,0,0,0,1,18.79,3.5,12,20.25
Boran,Continental,Pastoral,75,513.4,4,Early,290,Pasture_Grass,19.1,1,57.6,4.46,14.0,10.9,11.6,43.4,49.1,Monsoon,0.54,1,1,0,0,0,0,1,1,0.31,3.0,8,1.84
Hariana,Tropical,Intensive,108,427.8,2,Early,83,Crop_Residues,16.1,5,71.8,3.6,8.8,5.9,9.1,16.0,80.4,Spring,0.36,1,0,1,0,1,1,0,0,6.93,3.5,12,7.82
Ayrshire,Continental,Extensive,67,383.8,4,Mid,111,Crop_Residues,14.6,1,91.7,1.72,7.3,8.6,12.9,5.0,86.8,Winter,0.47,1,1,0,1,1,1,1,1,20.07,3.0,12,18.18
Boran,Temperate,Semi_Intensive,124,398.1,3,Mid,61,Silage,10.1,2,78.8,3.72,7.1,7.0,9.1,22.5,51.4,Winter,0.4,1,0,0,1,1,1,1,1,4.38,4.0,8,4.97
Simmental,Temperate,Mixed,46,279.4,3,Early,106,Dry_Fodder,9.8,5,90.5,5.55,2.1,9.8,9.6,27.7,51.7,Summer,0.6,0,1,0,1,0,1,0,0,20.72,3.5,8,22.6
Gangatiri,Continental,Pastoral,58,503.2,4,Early,189,Green_Fodder,6.3,4,43.1,8.25,6.4,7.6,8.9,13.6,51.3,Autumn,0.75,1,1,0,1,0,0,1,1,3.7,3.0,12,5.23
Australian_Milking_Zebu,Mediterranean,Intensive,85,375.7,4,Late,154,Green_Fodder,12.5,1,57.4,4.04,10.8,10.4,7.2,12.5,51.0,Spring,0.32,0,0,0,1,0,1,1,1,7.23,3.5,12,6.25
Simmental,Mediterranean,Extensive,96,371.9,1,Mid,127,Silage,8.4,3,61.6,4.22,5.1,9.3,14.5,14.8,41.5,Summer,0.75,0,0,1,1,1,0,1,0,18.63,3.0,12,18.62
Gangatiri,Temperate,Mixed,93,394.6,3,Mid,243,Silage,12.3,4,84.8,4.52,6.1,9.1,6.6,6.1,66.0,Winter,0.53,1,1,1,1,1,1,1,1,5.29,3.0,12,4.52
Normande,Continental,Extensive,100,705.5,6,Mid,264,Green_Fodder,9.8,4,84.7,6.34,8.6,9.3,12.0,30.7,54.7,Summer,0.56,0,1,1,0,1,1,0,0,12.82,4.0,12,12.06
Danish_Red,Arid,Pastoral,98,440.8,1,Late,48,Dry_Fodder,15.1,5,64.6,3.34,4.0,5.7,7.7,14.2,30.7,Autumn,0.87,1,0,1,0,1,0,1,1,7.96,3.5,8,8.77
Krishna_Valley,Mediterranean,Intensive,59,453.2,6,Early,273,Crop_Residues,20.4,2,39.7,5.48,8.9,8.6,8.0,8.1,70.3,Monsoon,0.64,0,0,1,0,0,0,0,1,4.74,3.5,12,6.78
Fleckvieh,Subtropical,Mixed,75,445.7,1,Early,76,Dry_Fodder,6.2,3,79.3,2.72,8.3,9.8,8.2,19.9,52.0,Spring,0.31,1,1,1,1,0,0,0,1,15.47,4.0,12,15.24
Jersey_Zebu_Cross,Temperate,Pastoral,44,329.2,4,Mid,137,Green_Fodder,14.6,5,55.9,4.2,6.3,8.6,11.4,25.1,22.6,Spring,0.59,0,1,0,1,1,1,0,1,10.24,3.0,24,10.72
Simmental,Continental,Extensive,83,701.2,1,Early,189,Silage,15.9,1,96.7,6.19,7.2,9.0,16.0,11.5,51.9,Spring,0.94,1,1,0,1,0,0,0,0,23.3,3.0,12,24.27
Hariana,Continental,Pastoral,73,333.9,4,Mid,134,Pasture_Grass,6.9,5,72.5,5.65,5.1,7.0,7.2,7.6,39.6,Spring,0.72,0,1,0,1,1,1,1,1,6.85,3.0,24,7.03
Girolando,Arid,Intensive,120,273.8,2,Late,305,Silage,13.3,4,31.8,5.78,1.0,7.4,7.9,27.2,69.8,Summer,0.98,1,0,0,1,0,1,0,0,7.74,2.0,24,6.87
Gangatiri,Temperate,Pastoral,93,435.6,5,Early,1,Silage,17.6,5,51.4,3.46,7.6,9.1,13.2,14.3,62.9,Monsoon,0.5,1,1,0,1,1,1,1,1,6.16,3.5,24,6.59
Illawarra_Shorthorn,Arid,Semi_Intensive,58,490.5,4,Late,259,Concentrates,10.1,2,36.9,3.03,3.2,4.0,5.0,26.2,37.0,Spring,0.66,1,0,1,1,0,1,0,1,7.27,3.5,12,9.55
Boran,Mediterranean,Intensive,33,675.7,4,Mid,306,Crop_Residues,13.2,3,57.3,3.27,4.1,8.0,10.5,26.7,43.4,Winter,0.98,1,1,1,1,1,1,1,1,4.11,3.5,12,3.33
Australian_Friesian_Sahiwal,Tropical,Mixed,72,680.5,3,Late,60,Hay,11.4,5,52.3,8.35,5.7,7.6,9.8,45.0,55.7,Summer,0.58,1,1,0,1,1,1,1,0,16.18,4.0,12,14.41
Montbeliarde,Subtropical,Extensive,115,716.4,1,Mid,116,Pasture_Grass,11.4,3,91.1,4.48,6.7,8.9,11.1,43.5,34.9,Spring,0.45,1,1,0,1,0,1,0,1,14.1,3.0,8,13.97
Hariana,Arid,Pastoral,138,547.2,1,Early,219,Hay,10.6,5,81.0,4.53,5.2,10.4,9.7,41.0,82.1,Winter,0.36,1,0,1,0,1,1,1,1,5.93,4.0,24,5.88
Normande,Tropical,Extensive,143,639.4,4,Mid,198,Concentrates,12.6,1,56.3,4.38,4.1,9.8,12.7,23.0,28.0,Winter,0.72,1,1,1,1,0,1,1,0,14.99,3.5,8,15.54
Red_Sindhi,Mediterranean,Semi_Intensive,106,632.6,3,Late,81,Green_Fodder,11.6,2,35.8,1.78,2.1,7.6,13.2,23.3,60.3,Summer,0.79,0,0,1,1,1,1,1,1,5.54,3.5,12,4.34
Rathi,Continental,Pastoral,77,735.9,3,Late,2,Silage,18.0,1,47.4,3.61,6.8,8.7,7.4,45.0,26.6,Summer,0.4,1,1,1,1,0,1,1,1,4.24,4.0,12,1.76
Brown_Swiss,Temperate,Semi_Intensive,81,426.5,4,Late,207,Crop_Residues,14.6,3,60.9,5.51,9.7,6.6,8.7,18.8,77.3,Spring,0.31,1,1,1,1,1,1,1,0,16.07,4.0,12,18.88
Kenana,Arid,Extensive,37,636.4,5,Early,97,Mixed_Feed,18.1,1,74.2,2.39,4.7,6.0,10.0,11.4,59.9,Summer,0.63,0,1,0,1,1,0,1,1,6.34,4.0,8,7.78
Tharparkar,Subtropical,Semi_Intensive,105,601.4,3,Late,182,Silage,12.2,2,37.0,4.8,3.9,9.2,12.2,28.8,72.8,Summer,0.84,0,0,1,0,1,1,1,1,1.58,3.5,12,2.17
Ongole,Continental,Mixed,116,596.9,5,Late,264,Green_Fodder,9.7,1,70.8,4.72,8.5,7.4,5.0,21.8,39.8,Spring,0.78,1,1,1,0,0,0,1,0,6.18,3.0,8,4.08
Hariana,Subtropical,Mixed,119,431.8,5,Late,271,Concentrates,12.5,4,82.1,3.6,9.7,7.3,7.4,3.4,44.5,Spring,0.5,1,0,0,1,1,0,0,0,2.48,3.0,12,2.58
Exotic_Local_Cross,Continental,Extensive,76,438.9,3,Early,197,Dry_Fodder,17.6,4,27.0,2.64,1.4,6.7,6.2,25.4,51.2,Summer,0.64,1,1,1,0,1,1,0,1,16.86,3.5,12,16.42
Butana,Mediterranean,Intensive,106,549.5,2,Early,153,Hay,7.2,2,64.7,1.2,6.3,6.9,9.7,-5.4,47.0,Autumn,0.87,0,1,0,1,0,0,1,1,0.0,4.0,8,0.0
Deoni,Arid,Mixed,134,709.2,3,Mid,147,Dry_Fodder,11.6,3,36.4,8.31,4.1,6.1,11.3,9.8,31.5,Monsoon,0.32,1,1,1,0,0,1,0,0,7.1,4.5,8,8.94
Jersey_Zebu_Cross,Arid,Intensive,65,619.7,2,Late,84,Silage,6.5,2,26.8,6.04,12.4,9.8,10.1,31.9,81.7,Summer,0.37,1,0,1,1,1,1,1,0,7.15,3.5,12,10.57
Jersey_Zebu_Cross,Subtropical,Extensive,138,283.9,2,Mid,137,Silage,16.6,5,73.3,1.9,6.4,11.1,12.0,16.9,64.8,Autumn,0.97,1,0,1,1,1,0,0,1,11.64,3.0,12,12.12
Australian_Friesian_Sahiwal,Tropical,Mixed,38,738.8,5,Early,188,Mixed_Feed,16.6,2,69.8,6.12,9.3,12.3,5.0,12.1,35.1,Winter,0.39,0,0,1,0,1,1,1,1,14.64,3.5,12,13.43
Brown_Swiss,Mediterranean,Semi_Intensive,88,682.0,4,Early,322,Hay,14.8,2,40.3,4.86,10.4,7.8,7.0,36.0,56.6,Monsoon,0.95,1,0,1,0,0,0,1,1,18.24,3.0,12,18.3
White_Fulani,Continental,Pastoral,89,702.2,1,Late,192,Mixed_Feed,14.9,1,31.1,0.5,6.5,10.0,11.3,24.0,30.6,Spring,0.39,1,0,1,1,0,1,1,1,5.68,2.5,12,5.38
Tipo_Carora,Subtropical,Extensive,56,467.5,3,Mid,246,Green_Fodder,7.8,1,50.9,3.92,6.0,9.2,12.0,23.8,64.7,Winter,0.75,1,1,1,1,1,0,1,1,11.87,3.0,12,14.62
Ankole,Continental,Semi_Intensive,52,356.4,5,Mid,74,Silage,7.0,3,80.1,3.92,4.5,9.0,9.7,17.7,63.7,Autumn,0.5,0,0,0,0,1,0,0,1,6.3,3.0,12,4.9
Kenana,Tropical,Mixed,59,589.6,4,Early,212,Silage,15.9,5,88.8,4.94,8.7,9.4,13.3,26.6,41.5,Autumn,0.56,0,0,1,1,1,1,1,0,0.0,3.0,12,0.0
Deoni,Mediterranean,Semi_Intensive,114,344.7,4,Late,33,Hay,21.9,3,76.8,7.1,8.8,5.6,14.4,14.6,57.0,Winter,0.67,1,0,1,1,1,1,1,0,4.92,3.5,12,3.34
Milking_Shorthorn,Subtropical,Intensive,130,660.0,2,Early,324,Concentrates,6.1,1,35.0,3.18,4.5,10.0,12.5,1.5,68.1,Spring,0.33,1,0,0,1,0,0,0,1,4.99,3.0,24,6.5
Brown_Swiss,Tropical,Intensive,123,508.3,5,Mid,86,Mixed_Feed,7.2,4,39.9,1.65,2.1,6.8,5.0,16.3,71.0,Summer,0.53,1,1,1,0,0,0,0,0,20.53,3.5,12,21.97
Australian_Friesian_Sahiwal,Subtropical,Pastoral,41,253.9,3,Mid,131,Crop_Residues,13.7,1,63.1,4.6,1.0,10.1,15.1,39.2,55.9,Spring,0.43,1,1,0,0,1,1,0,1,15.4,4.5,12,13.57
Butana,Subtropical,Mixed,63,331.8,3,Early,35,Mixed_Feed,17.8,3,65.0,3.54,5.0,6.6,10.6,8.9,81.5,Monsoon,0.54,1,0,1,1,1,1,1,0,6.61,3.0,12,5.67
Jersey,Subtropical,Mixed,98,350.5,6,Early,190,Crop_Residues,18.5,2,53.5,3.76,6.3,6.8,13.5,40.1,42.8,Winter,0.79,0,1,1,1,1,1,1,1,19.34,3.0,8,19.52
Tharparkar,Subtropical,Intensive,41,407.6,4,Mid,128,Crop_Residues,8.0,5,75.7,3.52,9.3,10.9,7.9,25.1,70.9,Summer,0.72,1,1,1,1,0,1,0,1,12.09,3.0,12,10.01
Red_Poll_Africa,Temperate,Mixed,37,271.3,6,Late,252,Concentrates,13.5,5,55.7,6.96,3.3,10.2,7.3,12.7,44.8,Monsoon,0.59,0,1,0,1,1,1,1,1,2.37,4.0,8,2.8
Fleckvieh,Temperate,Pastoral,133,477.7,6,Early,288,Dry_Fodder,10.7,5,80.1,5.51,11.2,4.0,7.3,29.5,91.6,Spring,0.42,1,0,1,1,0,0,1,1,13.04,3.0,12,13.96
Red_Poll_Africa,Tropical,Semi_Intensive,140,624.7,3,Early,27,Mixed_Feed,14.4,2,77.8,6.65,4.8,9.0,8.2,38.6,67.7,Autumn,0.93,1,1,0,1,1,0,1,0,8.06,4.0,12,5.45
Kenana,Subtropical,Pastoral,50,584.0,1,Early,39,Mixed_Feed,7.1,5,59.0,4.6,1.0,9.9,7.7,30.7,45.3,Winter,0.86,0,1,1,1,0,0,0,1,7.67,3.5,12,4.96
Holstein_Zebu_Cross,Arid,Intensive,112,643.1,5,Early,165,Mixed_Feed,11.1,4,78.4,5.31,1.9,8.9,16.5,20.2,37.9,Monsoon,0.66,0,1,0,1,0,1,1,1,14.71,3.0,12,16.41
Jersey,Subtropical,Mixed,60,291.6,2,Early,156,Green_Fodder,10.9,1,77.9,5.64,9.6,7.1,9.4,15.9,25.6,Spring,0.39,1,0,1,1,0,1,1,0,13.43,3.0,12,13.08
Kankrej,Subtropical,Extensive,124,330.6,2,Mid,137,Concentrates,6.7,4,47.5,5.18,7.8,4.8,13.0,33.8,61.9,Winter,0.43,0,1,0,1,1,1,1,1,6.02,3.0,8,7.1
Red_Sindhi,Temperate,Semi_Intensive,134,527.7,5,Early,110,Mixed_Feed,11.1,1,71.3,5.14,8.5,9.0,9.4,7.5,58.3,Autumn,0.55,1,1,1,0,1,0,1,0,9.37,3.5,12,7.61
NDama,Mediterranean,Intensive,140,500.9,1,Early,261,Silage,17.5,3,39.6,3.51,5.1,6.2,9.7,31.7,75.6,Winter,0.95,1,1,0,0,1,1,1,0,5.37,4.0,12,3.98
Danish_Red,Arid,Pastoral,83,626.9,1,Mid,64,Silage,10.8,5,49.0,0.89,5.8,9.3,11.7,12.6,65.5,Autumn,0.64,0,1,0,1,0,1,1,1,15.99,3.0,12,14.4
Red_Sindhi,Temperate,Pastoral,140,408.7,4,Mid,313,Crop_Residues,14.3,5,60.7,4.49,6.9,9.2,5.0,32.6,47.4,Winter,0.89,1,1,1,1,1,0,1,1,4.36,4.0,12,4.82
Rathi,Arid,Pastoral,113,356.6,4,Late,198,Dry_Fodder,12.9,2,76.6,1.74,6.4,7.2,8.4,15.6,44.3,Autumn,0.94,0,1,1,1,1,1,0,0,1.7,2.5,12,4.05
Holstein_Zebu_Cross,Arid,Intensive,60,399.8,1,Mid,71,Silage,15.3,2,87.4,3.24,3.0,9.0,10.6,44.0,99.9,Autumn,0.55,1,0,0,0,1,0,0,1,9.75,3.5,12,9.78
Butana,Arid,Pastoral,133,379.4,6,Mid,68,Hay,7.5,1,68.3,4.26,11.3,8.2,15.5,10.3,28.6,Winter,0.59,1,1,1,1,0,1,0,0,0.0,4.0,12,0.0
Australian_Milking_Zebu,Continental,Semi_Intensive,58,732.6,5,Mid,107,Silage,19.5,2,68.6,4.74,1.2,7.2,10.0,18.2,69.7,Monsoon,0.83,1,1,1,0,1,1,1,1,12.73,4.0,24,11.16
NDama,Mediterranean,Intensive,63,576.8,1,Mid,1,Green_Fodder,9.5,1,65.8,3.94,5.5,6.3,9.4,23.0,79.3,Winter,0.7,1,0,0,0,1,0,1,1,1.32,3.5,12,2.44
Rathi,Tropical,Mixed,59,729.3,3,Late,328,Pasture_Grass,15.4,1,68.7,0.5,4.3,6.1,10.6,43.6,86.0,Autumn,0.4,0,1,0,0,0,0,0,0,6.02,3.0,24,5.04
Ankole,Tropical,Mixed,48,671.9,6,Mid,275,Concentrates,19.2,3,55.6,5.11,7.4,6.3,10.4,29.4,45.5,Autumn,0.96,0,0,0,0,0,0,1,0,3.98,3.0,12,3.13
Gangatiri,Subtropical,Intensive,114,597.2,5,Mid,182,Silage,14.0,1,74.8,4.36,7.4,10.1,12.9,25.2,54.2,Monsoon,0.76,1,0,1,0,1,1,1,0,0.0,4.0,12,1.44
Tipo_Carora,Continental,Semi_Intensive,25,462.9,4,Mid,303,Green_Fodder,9.8,2,80.4,4.13,8.9,5.5,11.9,24.0,13.0,Spring,0.46,1,0,1,1,1,0,0,1,8.66,4.0,12,8.16
Australian_Friesian_Sahiwal,Temperate,Intensive,121,738.4,6,Late,293,Dry_Fodder,6.5,3,79.0,2.53,2.5,6.9,11.6,22.0,37.3,Spring,0.42,1,0,1,1,1,0,1,0,9.24,3.5,12,10.66
Illawarra_Shorthorn,Continental,Extensive,108,722.2,6,Mid,57,Mixed_Feed,16.3,2,45.3,5.42,8.6,7.6,5.0,42.1,45.0,Spring,0.59,0,1,1,1,0,1,1,1,3.75,2.0,12,4.01
Ankole,Mediterranean,Intensive,142,442.4,2,Late,222,Silage,14.4,2,91.9,3.15,6.1,6.8,8.5,14.5,40.8,Autumn,0.3,1,1,0,1,1,0,0,0,5.63,5.0,12,6.56
Exotic_Local_Cross,Tropical,Semi_Intensive,27,712.6,2,Late,252,Silage,18.1,2,71.6,1.54,1.4,7.6,14.2,16.9,47.6,Spring,0.95,1,0,0,1,0,1,0,0,11.07,2.0,12,11.24
Illawarra_Shorthorn,Mediterranean,Pastoral,67,558.4,6,Late,293,Silage,14.9,5,87.6,0.5,10.9,10.2,9.5,33.8,74.7,Spring,0.3,1,1,1,1,0,1,0,1,8.62,3.5,6,9.12
Kenana,Tropical,Semi_Intensive,143,600.4,1,Early,153,Dry_Fodder,12.2,5,42.9,6.62,1.0,6.8,6.8,35.0,62.9,Summer,0.59,1,0,0,1,1,0,0,1,3.16,3.5,12,3.69
Illawarra_Shorthorn,Arid,Pastoral,44,561.1,6,Early,202,Hay,13.5,2,66.1,2.07,1.4,9.4,10.0,19.9,86.9,Summer,0.93,1,1,0,0,1,0,1,1,15.23,3.5,12,16.69
Exotic_Local_Cross,Mediterranean,Semi_Intensive,74,653.4,5,Early,330,Mixed_Feed,14.0,4,76.8,2.37,6.9,4.0,9.3,8.4,39.6,Monsoon,0.62,0,0,0,1,0,1,1,0,15.19,2.5,6,15.05
Milking_Shorthorn,Mediterranean,Semi_Intensive,103,465.4,5,Late,67,Dry_Fodder,17.1,5,77.6,4.67,8.9,9.0,10.8,38.1,27.1,Summer,0.99,1,0,1,0,1,1,0,1,16.83,2.5,12,14.53
Australian_Milking_Zebu,Temperate,Intensive,118,284.8,3,Mid,290,Concentrates,9.0,1,74.8,4.03,7.1,7.9,14.2,38.5,47.0,Summer,0.7,0,1,0,1,1,0,0,0,2.65,3.5,8,2.62
Montbeliarde,Mediterranean,Extensive,137,510.2,2,Early,296,Hay,15.8,1,69.1,1.49,9.3,7.9,10.7,22.5,91.1,Summer,0.42,1,1,0,1,1,1,1,0,10.99,2.0,12,10.44
Australian_Friesian_Sahiwal,Mediterranean,Intensive,102,560.9,2,Late,208,Mixed_Feed,18.0,1,91.9,5.91,4.4,9.0,13.5,18.7,53.3,Spring,0.93,1,1,1,1,1,0,1,1,6.21,4.5,8,7.2
Jersey,Arid,Pastoral,80,558.7,3,Mid,208,Silage,12.2,4,53.3,2.5,6.8,8.9,11.3,9.9,44.3,Spring,0.93,1,1,1,1,1,1,1,0,13.59,4.0,12,14.43
Tharparkar,Temperate,Pastoral,96,718.3,5,Late,179,Pasture_Grass,11.1,4,42.7,1.61,5.7,9.1,8.1,29.1,70.9,Winter,0.63,0,1,0,1,1,1,1,1,6.28,3.0,12,5.6
Fleckvieh,Temperate,Pastoral,61,733.6,1,Early,165,Silage,12.4,1,59.1,2.48,7.1,7.0,11.4,9.4,80.3,Winter,0.61,0,1,0,0,1,0,1,1,8.85,3.5,24,10.84
Tipo_Carora,Temperate,Mixed,65,527.4,1,Mid,224,Silage,9.5,4,64.3,5.94,10.7,8.0,9.4,17.1,67.6,Monsoon,0.92,0,1,1,0,1,0,1,0,9.24,3.5,6,11.57
